C Mapping (NEW 2023),Categories (within the HOMER Curriculum),Majors,Minors,Topics,Skills (Scope and Sequence),US Start Age,US End Age,Temp Skill Code,Number,Standards (if relevant),"Tangible Candidate (i.e., skill well supported through physical products and/or learning with manipulatives)",Currently covered via tangible,Non-HOMER products/experiences,China start,China end,Partner products,Total Manuscripts,,FINAL SkillCode,,,,,,,,
Character,Social Emotional Learning ,Self-management,Coping with fear,NA,"Begins to apply strategies to manage their fear, and gradually realize what works for him/herself the most.",48,60,SSCop84,84,,,,,,,,,,SEL-Sel-cop-5,,,,,,,,
Character,Social Emotional Learning ,Self-management,Coping with fear,NA,Show increasing capability in using skills to cope with fear independently. ,60,72,SSCop85,85,,,,,,,,,,SEL-Sel-cop-6,,,,,,,,
Character,Social Emotional Learning ,Self-management,Impulse control,NA,"Can engage in impulse control games, such as Simon says, red light green light etc. ",36,48,SSImp86,86,,,,,,,,,,SEL-Sel-imp-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Impulse control,NA,Can stop an impulsive behavior with the support of an adult. ,36,48,SSImp87,87,,,,,,,,,,SEL-Sel-imp-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Impulse control,NA,Can transition from an engaging activity to a less preferred activity with adult guidance. ,36,60,SSImp88,88,,,,,,,,,,SEL-Sel-imp-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Impulse control,NA,Show increasing capability in using skills to control impulsive behaviors.,48,72,SSImp89,89,,,,,,,,,,SEL-Sel-imp-4,,,,,,,,
Critical Thinking,Social Emotional Learning ,Self-management,Daily routines,NA,Actively participates in simple daily routines such as retrieving a blanket.,18,36,SSDai90,90,,,,,,,,,,SEL-Sel-dai-1,,,,,,,,
Critical Thinking,Social Emotional Learning ,Self-management,Daily routines,NA,"Can follow simple rules and routines, seek to cooperate, and make efforts at self control with adult guidance. ",36,48,SSDai91,91,,,,,,,,,,SEL-Sel-dai-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Daily routines,NA,Can feel joy or take pride of successfully accomplishing daily routines with occasional adult guidance.,36,48,SSDai92,92,,,,,,,,,,SEL-Sel-dai-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Daily routines,NA,Shows confidence in own abilities and accomplishs most of the routine and familiar tasks independently.,48,60,SSDai93,93,,,,,,,,,,SEL-Sel-dai-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,Mindfulness,NA,Can pay attention to how they feel and react to what is happening in the present moment with adult guidance. ,24,36,SSMin94,94,,,,,,,,,,SEL-Sel-min-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Mindfulness,NA,Can pay attention to how they feel and react to what is happening in the present moment without adult guidance. ,24,36,SSMin95,95,,,,,,,,,,SEL-Sel-min-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Mindfulness,NA,Can pay attention to how they feel and react to what is happening in the present moment with increasing independence.,36,48,SSMin96,96,,,,,,,,,,SEL-Sel-min-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Mindfulness,NA,"Can be aware of, and express empathy to other living things in the natural world. ",36,48,SSMin97,97,,,,,,,,,,SEL-Sel-min-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,Mindfulness,NA,"Can participate in mindfulness exercises, such as taking deep breaths, silent game, drawing your emotions etc. ",48,60,SSMin98,98,,,,,,,,,,SEL-Sel-min-5,,,,,,,,
Character,Social Emotional Learning ,Self-management,Facing problems,NA,"Can identify several people (parents, teachers etc.) who can help him/her when problems occur.",24,36,SSFac99,99,,,,,,,,,,SEL-Sel-fac-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Facing problems,NA,Can actively approach trusted adults and ask for help when he/she cannot solve the problem independently. ,36,48,SSFac100,100,,,,,,,,,,SEL-Sel-fac-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Facing problems,NA,"Uses and accepts compromise, with assistance.",48,60,SSFac101,101,,,,,,,,,,SEL-Sel-fac-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Facing problems,NA,Can deal with problems with a positive attitude. ,36,80,SSFac102,102,,,,,,,,,,SEL-Sel-fac-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,Persistence,NA,Shows willingness to repeat attempts to communicate or to repeat actions to solve a problem even when encountering difficulties.,8,18,SSPer103,103,,,,,,,,,,SEL-Sel-per-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Persistence,NA,"Can persist on preferred tasks when presented with small challenges with or without adult support, and show increasing capabilities of persisting on less preferred tasks. ",18,36,SSPer104,104,,,,,,,,,,SEL-Sel-per-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Persistence,NA,Continues efforts to finish a challenging activity or task with support of an adult.,24,36,SSPer105,105,,,,,,,,,,SEL-Sel-per-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Persistence,NA,Can experience the joy of practice and repetition through a hobby. ,24,36,SSPer106,106,,,,,,,,,,SEL-Sel-per-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,Persistence,NA,Can return to a task after failure. ,36,60,SSPer107,107,,,,,,,,,,SEL-Sel-per-5,,,,,,,,
Character,Social Emotional Learning ,Self-management,Persistence,NA,Will continue doing a task even when it is hard and a successful outcome is not assured ,60,72,SSPer108,108,,,,,,,,,,SEL-Sel-per-6,,,,,,,,
Character,Social Emotional Learning ,Self-management,Delayed gratification,NA,Can wait for a favorable event to happen in the future and appreciates the benefits of anticipation.,30,48,SSDel109,109,,,,,,,,,,SEL-Sel-del-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Delayed gratification,NA,"Can put off something pleasurable for a short period of time in order to gain something more pleasurable later, with adult guidance and support. ",36,48,SSDel110,110,,,,,,,,,,SEL-Sel-del-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Delayed gratification,NA,Can regulate feelings and impulses to wait for a reward more consistently with or without adult guidance. ,48,72,SSDel111,111,,,,,,,,,,SEL-Sel-del-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Setting goals,NA,Understands the meaning and possibly the importance of goal setting.,36,60,SSSet112,112,,,,,,,,,,SEL-Sel-set-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Setting goals,NA,Feels satisfied when achieves an individual or a shared goal.,36,60,SSSet113,113,,,,,,,,,,SEL-Sel-set-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Setting goals,NA,"Can set appropriate goals for him/herself in various settings(at home or at school) with adult support, and make efforts to achieve those goals with occasional reminders.",60,84,SSSet114,114,,,,,,,,,,SEL-Sel-set-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Setting goals,NA,Can set appropriate goals for him/herself in various settings and make efforts to achieve those goals with increasing independence.,72,96,SSSet115,115,,,,,,,,,,SEL-Sel-set-4,,,,,,,,
Critical Thinking,Social Emotional Learning ,Self-management,Prioritizing (time management?),NA,Knows about daily routine and can predict and plan what comes next with adult guidance. ,36,48,SSPri116,116,,,,,,,,,,SEL-Sel-pri-1,,,,,,,,
Critical Thinking,Social Emotional Learning ,Self-management,Prioritizing (time management?),NA,Can predict and plan what comes next more independently.,48,60,SSPri117,117,,,,,,,,,,SEL-Sel-pri-2,,,,,,,,
Critical Thinking,Social Emotional Learning ,Self-management,Prioritizing (time management?),NA,Can estimate the time needed to finish common tasks. ,60,84,SSPri118,118,,,,,,,,,,SEL-Sel-pri-3,,,,,,,,
Critical Thinking,Social Emotional Learning ,Self-management,Prioritizing (time management?),NA,"Can differentiate and rank the importance of different tasks, and tackle the more important ones first, with adult support. ",72,96,SSPri119,119,,,,,,,,,,SEL-Sel-pri-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,growth mindset,NA,Has a healthy attitude towards failure and challenge. ,48,72,SSgro120,120,,,,,,,,,,SEL-Sel-grm-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,growth mindset,NA,Believes that qualities and abilities can grow and be strengthened with effort. ,48,72,SSgro121,121,,,,,,,,,,SEL-Sel-grm-2,,,,,,,,
Curiosity,Social Emotional Learning ,Self-management,self-directed learning,NA,Shows curiosity to his/her surroundings and willingness to explore. ,18,36,SSsel122,122,,,,,,,,,,SEL-Sel-sdl-1,,,,,,,,
Curiosity,Social Emotional Learning ,Self-management,self-directed learning,NA,Asks questions when he/she is confused. ,36,60,SSsel123,123,,,,,,,,,,SEL-Sel-sdl-2,,,,,,,,
Curiosity,Social Emotional Learning ,Self-management,self-directed learning,NA,"Can take the initiative to set a learning goal for him/herself, and make efforts to achieve that goal. ",72,96,SSsel124,124,,,,,,,,,,SEL-Sel-sdl-3,,,,,,,,
Curiosity,Social Emotional Learning ,Self-management,self-directed learning,NA,"Can analyze his/her learning outcomes, and adjust the pace or ways of learning. ",72,96,SSsel125,125,,,,,,,,,,SEL-Sel-sdl-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,Initiative,NA,"Can make simple daily decisions for him/herself, such as what to wear or what to eat for breakfast. ",36,48,SSIni126,126,,,,,,,,,,SEL-Sel-ini-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,Initiative,NA,"Can take greater initiatives both in learning and social interaction by asking questions, making suggestions and taking actions. ",48,60,SSIni127,127,,,,,,,,,,SEL-Sel-ini-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,Initiative,NA,Has an increasing knowledge of what he/she can do independently.,60,72,SSIni128,128,,,,,,,,,,SEL-Sel-ini-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,Initiative,NA,"Can take the initiative to shoulder some responsibilities at home/at school, such as doing some simple housework/be a team leader. ",60,96,SSIni129,129,,,,,,,,,,SEL-Sel-ini-4,,,,,,,,
Character,Social Emotional Learning ,Self-management,focus and self control,NA,"Shows increasing ability to attend to people, objects and activities in order to extend or complete an activity, or
to join others in a common focus. ",8,18,SSfoc130,130,,,,,,,,,,SEL-Sel-foc-1,,,,,,,,
Character,Social Emotional Learning ,Self-management,focus and self control,NA,"Participates in activities and experiences with people, objects, or materials that require attention and common focus. ",18,36,SSfoc131,131,,,,,,,,,,SEL-Sel-foc-2,,,,,,,,
Character,Social Emotional Learning ,Self-management,focus and self control,NA,"Can focus attention on tasks and experiences for longer periods of time, despite interruptions or distractions. ",36,60,SSfoc132,132,,,,,,,,,,SEL-Sel-foc-3,,,,,,,,
Character,Social Emotional Learning ,Self-management,focus and self control,NA,"Regulates attention, thoughts, feelings, and impulses more consistently, although adult guidance is sometimes necessary.",60,72,SSfoc133,133,,,,,,,,,,SEL-Sel-foc-4,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Labeling feelings,NA,"Can identify and name some of the emotions, such as happy, angry and sad. ",18,36,SsLab134,134,,,,,,,,,,SEL-Soc-lab-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Labeling feelings,NA,"Can identify and name more sophisticated emotions of others, such as embarrassed, worried and disappointed.",36,60,SsLab135,135,,,,,,,,,,SEL-Soc-lab-2,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Labeling feelings,NA,"Can describe some of his/her feelings to others, with or without prompts. ",24,36,SsLab136,136,,,,,,,,,,SEL-Soc-lab-3,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Labeling feelings,NA,Can express most of his/her feelings accurately to others with growing independence. ,36,60,SsLab137,137,,,,,,,,,,SEL-Soc-lab-4,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Labeling feelings,NA,"Shows awareness of, and can express thoughts about the ideas, feelings, and preferences of others.",24,36,SsLab138,138,,,,,,,,,,SEL-Soc-lab-5,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Labeling feelings,NA,Can identify and name emotions that a character is feeling in a story. ,48,60,SsLab139,139,,,,,,,,,,SEL-Soc-lab-6,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Identifying feelings in others,NA,Show awareness of other people's feelings. ,18,36,SsIde140,140,,,,,,,,,,SEL-Soc-ifo-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Identifying feelings in others,NA,Recognize that others may have different feelings from himself/herself in the same situation. ,36,60,SsIde141,141,,,,,,,,,,SEL-Soc-ifo-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Identifying feelings in others,NA,"Can identify other people's feelings based on verbal and nonverbal cues (facial expressions, behavior etc.)",36,60,SsIde142,142,,,,,,,,,,SEL-Soc-ifo-3,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Identifying feelings in others,NA,Can identify and label feelings of characters in a story. ,48,60,SsIde143,143,,,,,,,,,,SEL-Soc-ifo-4,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,respond to others' emotion,NA,"Can respond to others' emotional expressions by sharing an emotional reaction, such as smiling when others smiles to. ",8,18,Ssres144,144,,,,,,,,,,SEL-Soc-ree-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,respond to others' emotion,NA,Responds to feelings and emotions of others with support from familiar adults.,18,36,Ssres145,145,,,,,,,,,,SEL-Soc-ree-2,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,respond to others' emotion,NA,Responds properly to feelings and emotions with increasing independence.,36,60,Ssres146,146,,,,,,,,,,SEL-Soc-ree-3,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Compassion,NA,"Can notice and identify an act of compassion: a pat on the back, a hug, a gift etc., and understand that it's positive. ",36,60,SsCom147,147,,,,,,,,,,SEL-Soc-cps-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Compassion,NA,Demonstrates compassionate behavior to peers and close adults. ,36,48,SsCom148,148,,,,,,,,,,SEL-Soc-cps-2,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Compassion,NA,Respond to another's distress and needs and are more likely to assist. ,48,60,SsCom149,149,,,,,,,,,,SEL-Soc-cps-3,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Fairness/teamwork,NA,Can interact with peers easily in shared activities that occasionally become group effort.,24,36,SsFai150,150,,,,,,,,,,SEL-Soc-fai-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Fairness/teamwork,NA,Can take turns in an activity or a conversation with adult guidance. ,36,48,SsFai151,151,,,,,,,,,,SEL-Soc-fai-2,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Fairness/teamwork,NA,"Begins to initiate and participate in more complex, cooperative activities with peers, and sometimes involves working together to achieve a shared goal.",36,60,SsFai152,152,,,,,,,,,,SEL-Soc-fai-3,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,Fairness/teamwork,NA,Can offer help when his/her peers face difficulty in finishing a task.,48,60,SsFai153,153,,,,,,,,,,SEL-Soc-fai-4,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,resolve conflicts,NA,Seeks assistance in resolving conflicts. ,36,48,Ssres154,154,,,,,,,,,,SEL-Soc-rec-1,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,resolve conflicts,NA,Begins to recognize and describe social problems.,48,60,Ssres155,155,,,,,,,,,,SEL-Soc-rec-2,,,,,,,,
Character,Social Emotional Learning ,social skills: relationships,resolve conflicts,NA,Can suggest solutions to conflicts with adult guidance.,48,60,Ssres156,156,,,,,,,,,,SEL-Soc-rec-3,,,,,,,,
